id,name,university_id,lat,lng,categories,status,owner_name,whatsapp,signed_date,weekly_orders,notes,last_visit
w253,Warung Bu Oneng,mercubuana,-6.21044,106.73989,"炒饭 Nasi Goreng, 冰茶, 炸物 Gorengan",target,,,,,,
w254,Gerobak Kopi Bu Kartini,mercubuana,-6.2059,106.73409,"炸物 Gorengan, 椰浆饭 Nasi Uduk",target,,,,,,
w255,Kedai Bang Fajar,mercubuana,-6.20602,106.73519,椰浆饭 Nasi Uduk,target,,,,,,
w256,Warteg Bang Ojak,mercubuana,-6.21062,106.73774,炒饭 Nasi Goreng,target,,,,,,
w257,Warteg Mbak Wati,mercubuana,-6.20718,106.74105,"冰茶, 果汁 Jus, 咖啡",target,,,,,,
w258,Gerobak Kopi Bahagia,mercubuana,-6.2117,106.73961,零食,target,,,,,,
w259,Warteg Bang Aldi,uph,-6.2245,106.61434,"零食, Indomie 煮面",contacted,,,,,,
w260,Angkringan Pak Bambang,uph,-6.22588,106.60956,"粥品, 冰茶, 咖啡",target,,,,,,
w261,Angkringan Mbak Yoyoh,uph,-6.23141,106.60967,"炸物 Gorengan, Indomie 煮面",contacted,,,,,,
w262,Warung Nasi Pak Cecep,uph,-6.22716,106.61574,"Nasi Padang, 椰浆饭 Nasi Uduk",target,,,,,,
w263,Kantin Teratai,uph,-6.23013,106.60952,零食,target,,,,,,
w264,Kedai Jaya 2,uph,-6.23282,106.61598,咖啡,target,,,,,,
w265,Warteg Bang Zul,uph,-6.22713,106.61473,椰浆饭 Nasi Uduk,target,,,,,,
w266,Angkringan Flamboyan,uph,-6.224,106.61184,"咖啡, 零食",target,,,,,,
w267,Kedai Maju Bersama Cabang,uph,-6.23279,106.60924,"零食, 烤串 Sate, Nasi Padang",target,,,,,,
w268,Warkop Pak Bambang 2,uph,-6.22995,106.60927,零食,target,,,,,,
w269,Warteg Pak Teguh,uph,-6.23347,106.61244,"炸物 Gorengan, 咖啡, 零食",target,,,,,,
w270,Depot Mbak Sinta,uph,-6.22639,106.61016,Nasi Padang,contacted,,,,,,
w271,Depot Bang Ojak,uph,-6.23235,106.61207,"冰茶, 烤串 Sate",target,,,,,,
w272,Gerobak Kopi Bu Lasmi,uph,-6.22745,106.61329,"椰浆饭 Nasi Uduk, 粥品",target,,,,,,
w273,Depot Melati,umn,-6.25559,106.61804,"冰茶, 炸物 Gorengan",target,,,,,,
w274,Kantin Mbak Ayu,umn,-6.2527,106.61721,"椰浆饭 Nasi Uduk, 冰茶",target,,,,,,
w275,Depot Pak Kumis,umn,-6.25669,106.61597,"炸物 Gorengan, 冰茶",target,,,,,,
w276,Angkringan Bang Aldi,umn,-6.25623,106.61937,"冰茶, Indomie 煮面",target,,,,,,
w277,Warteg Pak Budi Cabang,umn,-6.25912,106.61398,"烤串 Sate, 椰浆饭 Nasi Uduk",target,,,,,,
w278,Warung Nasi Pak Haji Cabang,umn,-6.25574,106.61898,果汁 Jus,contacted,,,,,,
w279,Warung Nasi Teratai,umn,-6.25542,106.62268,"粥品, Indomie 煮面",target,,,,,,
w280,Warung Kopi Maju Bersama,umn,-6.25819,106.62131,"炒饭 Nasi Goreng, Indomie 煮面",target,,,,,,
w281,Toko Kelontong Pak Cecep Cabang,umn,-6.2561,106.61932,"烤串 Sate, Indomie 煮面, 零食",target,,,,,,
w282,Warung Bang Doel,umn,-6.26047,106.61508,粥品,target,,,,,,
w283,Depot Bu Lasmi,umn,-6.25766,106.61747,Indomie 煮面,target,,,,,,
w284,Gerobak Kopi Bu Yuni,umn,-6.26198,106.61502,"炒饭 Nasi Goreng, 粥品",target,,,,,,
w285,Toko Kelontong Pak Supri,umn,-6.2595,106.6157,"咖啡, Nasi Padang, Warteg 家常菜",target,,,,,,
w286,Warung Kopi Bang Rizal,prasmul,-6.30497,106.64036,"椰浆饭 Nasi Uduk, 炒饭 Nasi Goreng, 零食",target,,,,,,
w287,Gerobak Kopi Jaya,prasmul,-6.30108,106.6389,"粥品, 冰茶",contacted,,,,,,
w288,Warung Nasi Sentosa,prasmul,-6.30475,106.64095,"咖啡, 炒饭 Nasi Goreng",target,,,,,,
w289,Angkringan Seroja Cabang,prasmul,-6.30422,106.63823,"粥品, 烤串 Sate",target,,,,,,
w290,Kantin Mbak Sinta II,prasmul,-6.29768,106.64126,果汁 Jus,target,,,,,,
w291,Depot Mbak Sri,prasmul,-6.29838,106.64201,"Warteg 家常菜, Indomie 煮面",target,,,,,,
w292,Angkringan Bang Ojak,prasmul,-6.30114,106.64048,"椰浆饭 Nasi Uduk, 咖啡",target,,,,,,
w293,Toko Kelontong Pak Joko,prasmul,-6.29766,106.63957,炒饭 Nasi Goreng,target,,,,,,
w294,Angkringan Pak Engkos,prasmul,-6.29771,106.64344,"零食, 炸物 Gorengan",target,,,,,,
w295,Toko Kelontong Bu Sari,prasmul,-6.2995,106.64388,"烤串 Sate, 炸物 Gorengan",target,,,,,,
w296,Kios Bang Jarwo 2,jayabaya,-6.18341,106.87954,Indomie 煮面,target,,,,,,
w297,Warteg Mbak Nia,jayabaya,-6.18193,106.88075,Nasi Padang,target,,,,,,
w298,Warung Nasi Bu Yati,jayabaya,-6.1802,106.87748,"炸物 Gorengan, Warteg 家常菜",target,,,,,,
w299,Gerobak Kopi Bang Jarwo,jayabaya,-6.18259,106.87956,"冰茶, 炸物 Gorengan",target,,,,,,
w300,Kedai Pak Eko,jayabaya,-6.1771,106.87388,椰浆饭 Nasi Uduk,target,,,,,,
w301,Warung Kopi Anggrek,jayabaya,-6.1792,106.87686,"椰浆饭 Nasi Uduk, 粥品",target,,,,,,
w302,Depot Mbak Lastri,jayabaya,-6.17736,106.8756,"椰浆饭 Nasi Uduk, Indomie 煮面",target,,,,,,
w303,Warung Bu Sari,jayabaya,-6.17948,106.87663,"冰茶, 粥品",target,,,,,,
w304,Gerobak Kopi Bu Wahyu,jayabaya,-6.18151,106.87928,果汁 Jus,target,,,,,,
w305,Warung Kopi Bu Wahyu,jayabaya,-6.18271,106.87338,炒饭 Nasi Goreng,target,,,,,,
w306,Kedai Pak Cecep,untag,-6.13093,106.86158,果汁 Jus,target,,,,,,
w307,Warteg Flamboyan,untag,-6.1297,106.86227,炒饭 Nasi Goreng,target,,,,,,
w308,Depot Pak Joko,untag,-6.13676,106.85769,"椰浆饭 Nasi Uduk, Warteg 家常菜",target,,,,,,
w309,Warkop Sederhana Cabang,untag,-6.13624,106.86134,烤串 Sate,target,,,,,,
w310,Kios Pak Haji,untag,-6.12869,106.86324,咖啡,target,,,,,,
w311,Gerobak Kopi Bu Sari,untag,-6.12855,106.86489,"Indomie 煮面, 冰茶",target,,,,,,
w312,Kios Pak Herman II,untag,-6.13705,106.86613,"椰浆饭 Nasi Uduk, Indomie 煮面",target,,,,,,
w313,Depot Bu Mpok Ati,untag,-6.13029,106.86321,"咖啡, Indomie 煮面",target,,,,,,
w314,Angkringan Mbak Lastri,untag,-6.1312,106.86062,"炸物 Gorengan, 粥品, 零食",contacted,,,,,,
w315,Warung Bang Fajar 2,untag,-6.1347,106.86284,炒饭 Nasi Goreng,target,,,,,,
w316,Warung Nasi Bu Euis,untag,-6.13393,106.86206,"粥品, Indomie 煮面, 椰浆饭 Nasi Uduk",target,,,,,,
w317,Kantin Pak Eko,untag,-6.128,106.86384,椰浆饭 Nasi Uduk,target,,,,,,
w318,Angkringan Bang Ilham,umj,-6.29699,106.76349,"烤串 Sate, 炒饭 Nasi Goreng",contacted,,,,,,
w319,Warung Kopi Pak Joko,umj,-6.30112,106.76993,"零食, 咖啡",target,,,,,,
w320,Kios Bang Napi,umj,-6.29795,106.76875,Nasi Padang,target,,,,,,
w321,Warung Nasi Sejahtera,umj,-6.30191,106.76952,Nasi Padang,target,,,,,,
w322,Warkop Bang Udin,umj,-6.29715,106.76729,Warteg 家常菜,target,,,,,,
w323,Warteg Mbak Sinta,umj,-6.29999,106.76385,"零食, 咖啡",target,,,,,,
w324,Kantin Bu Wahyu,umj,-6.29603,106.77182,"果汁 Jus, 零食, 炸物 Gorengan",target,,,,,,
w325,Kedai Bu Yati 2,umj,-6.30244,106.76481,"炒饭 Nasi Goreng, 果汁 Jus",target,,,,,,
w326,Gerobak Kopi Bu Ratna,umj,-6.30354,106.76378,"零食, 烤串 Sate",target,,,,,,
w327,Toko Kelontong Harapan,umj,-6.29915,106.76983,"果汁 Jus, 椰浆饭 Nasi Uduk, 烤串 Sate",target,,,,,,
w328,Warkop Pak Haji Nawi,umj,-6.29805,106.76999,Warteg 家常菜,target,,,,,,
w329,Toko Kelontong Sejahtera Cabang,umj,-6.29652,106.77094,"烤串 Sate, 零食",target,,,,,,
w330,Warteg Pak Rojak,budiluhur,-6.23348,106.74574,冰茶,target,,,,,,
w331,Kantin Bu Yuni,budiluhur,-6.23376,106.75096,"Warteg 家常菜, 烤串 Sate",target,,,,,,
w332,Kantin Seroja,budiluhur,-6.23758,106.74499,"冰茶, 烤串 Sate",target,,,,,,
w333,Kios Mbak Yoyoh,budiluhur,-6.2352,106.75077,"冰茶, 烤串 Sate",target,,,,,,
w334,Kantin Makmur,budiluhur,-6.2373,106.74389,冰茶,target,,,,,,
w335,Angkringan Pak Haji Nawi,budiluhur,-6.23209,106.74954,"椰浆饭 Nasi Uduk, 冰茶",target,,,,,,
w336,Gerobak Kopi Bu Lestari,budiluhur,-6.23726,106.74527,"零食, 炸物 Gorengan",target,,,,,,
w337,Kantin Mbak Sri,budiluhur,-6.23064,106.74931,"炸物 Gorengan, 冰茶",target,,,,,,
w338,Kios Bu Mpok Ati,budiluhur,-6.23588,106.74618,"冰茶, 炸物 Gorengan",target,,,,,,
w339,Angkringan Bu Oneng,budiluhur,-6.23564,106.74929,椰浆饭 Nasi Uduk,target,,,,,,
w340,Kantin Bu Tini,budiluhur,-6.23414,106.74561,"咖啡, 炸物 Gorengan, 椰浆饭 Nasi Uduk",target,,,,,,
w341,Warung Kopi Bang Jarwo,budiluhur,-6.23889,106.74604,"零食, 果汁 Jus",target,,,,,,
w342,Kedai Bu Euis,budiluhur,-6.23057,106.74917,椰浆饭 Nasi Uduk,target,,,,,,
w343,Warung Bu Yati,budiluhur,-6.23805,106.74957,粥品,target,,,,,,
w344,Kantin Bang Jago Cabang,esaunggul,-6.1864,106.77806,炒饭 Nasi Goreng,target,,,,,,
w345,Kios Seroja,esaunggul,-6.18398,106.77582,"Nasi Padang, 烤串 Sate",target,,,,,,
w346,Kedai Bu Hj. Ida 2,esaunggul,-6.18537,106.78186,冰茶,contacted,,,,,,
w347,Gerobak Kopi Mbak Yoyoh,esaunggul,-6.18393,106.77784,"炸物 Gorengan, 粥品",target,,,,,,
w348,Warung Kopi Kamboja,esaunggul,-6.18534,106.77794,"粥品, 咖啡",target,,,,,,
w349,Warkop Pak Kumis,esaunggul,-6.18313,106.77767,"粥品, Nasi Padang, 果汁 Jus",contacted,,,,,,
w350,Kios Bu Yuni,esaunggul,-6.18282,106.7833,炒饭 Nasi Goreng,target,,,,,,
w351,Warung Nasi Flamboyan,esaunggul,-6.18477,106.77642,粥品,target,,,,,,
w352,Warteg Kenanga,esaunggul,-6.1846,106.7799,"烤串 Sate, 零食",target,,,,,,
w353,Kedai Bu Marwati,esaunggul,-6.18416,106.77772,"椰浆饭 Nasi Uduk, 冰茶",target,,,,,,
w354,Kedai Berkah,esaunggul,-6.18787,106.77623,"炒饭 Nasi Goreng, 炸物 Gorengan",target,,,,,,
w355,Toko Kelontong Mbak Nia Cabang,esaunggul,-6.18653,106.77612,"粥品, 炸物 Gorengan",target,,,,,,
w356,Warung Kopi Bang Udin Cabang,esaunggul,-6.18868,106.7816,"果汁 Jus, Nasi Padang",target,,,,,,
w357,Kios Bang Doel,esaunggul,-6.1887,106.78064,"咖啡, 零食",target,,,,,,
w358,Kantin Mbak Wati,ukrida,-6.17089,106.79044,"咖啡, 零食",target,,,,,,
w359,Warkop Cahaya,ukrida,-6.17529,106.79027,"炒饭 Nasi Goreng, 烤串 Sate, 冰茶",target,,,,,,
w360,Kantin Cahaya 2,ukrida,-6.17157,106.78857,烤串 Sate,target,,,,,,
w361,Toko Kelontong Pak Herman II,ukrida,-6.17646,106.78722,"冰茶, Nasi Padang",target,,,,,,
w362,Warung Bu Hj. Ida,ukrida,-6.17545,106.78818,"Nasi Padang, 果汁 Jus",target,,,,,,
w363,Toko Kelontong Berkah,ukrida,-6.17537,106.79223,"Nasi Padang, 烤串 Sate, 粥品",contacted,,,,,,
w364,Gerobak Kopi Sentosa,ukrida,-6.17203,106.78978,"咖啡, 粥品",target,,,,,,
w365,Warung Kopi Bu Kokom Cabang,ukrida,-6.17223,106.79068,粥品,target,,,,,,
w366,Warung Nasi Bang Ojak 2,ukrida,-6.17221,106.79069,"零食, 椰浆饭 Nasi Uduk",target,,,,,,
w367,Kantin Sentosa Cabang,ukrida,-6.1705,106.78677,粥品,target,,,,,,
w368,Toko Kelontong Pak Engkos,ukrida,-6.17624,106.7865,粥品,target,,,,,,
w369,Warung Nasi Seroja,perbanas,-6.22064,106.82983,"咖啡, 冰茶, Warteg 家常菜",target,,,,,,
w370,Warung Nasi Bu Lestari,perbanas,-6.21762,106.82993,冰茶,target,,,,,,
w371,Warung Nasi Flamboyan 2,perbanas,-6.21699,106.83133,"烤串 Sate, 炒饭 Nasi Goreng",target,,,,,,
w372,Warung Nasi Mbak Rina,perbanas,-6.21658,106.82991,"零食, 粥品, 炸物 Gorengan",target,,,,,,
w373,Warung Kopi Bu Hj. Ida,perbanas,-6.22157,106.8311,烤串 Sate,target,,,,,,
w374,Angkringan Berkah,perbanas,-6.21975,106.83136,"炸物 Gorengan, 零食",target,,,,,,
w375,Warung Nasi Pak Joko,perbanas,-6.21519,106.82854,"咖啡, 烤串 Sate",target,,,,,,
w376,Kedai Mbak Sinta,perbanas,-6.21892,106.83043,"Nasi Padang, Warteg 家常菜",target,,,,,,
w377,Angkringan Pak Cecep Cabang,perbanas,-6.2201,106.83179,"粥品, Nasi Padang",target,,,,,,
w378,Toko Kelontong Bu Wahyu,perbanas,-6.21762,106.8307,"炒饭 Nasi Goreng, 粥品",target,,,,,,
w379,Depot Sejahtera II,moestopo,-6.25473,106.76669,椰浆饭 Nasi Uduk,target,,,,,,
w380,Warkop Makmur,moestopo,-6.26337,106.762,"Nasi Padang, 烤串 Sate",target,,,,,,
w381,Warteg Bu Kokom,moestopo,-6.25965,106.76298,"零食, 炒饭 Nasi Goreng",contacted,,,,,,
w382,Kios Sederhana,moestopo,-6.26146,106.76664,"咖啡, 炸物 Gorengan, Warteg 家常菜",target,,,,,,
w383,Warung Sejahtera,moestopo,-6.26294,106.76417,Indomie 煮面,target,,,,,,
w384,Warung Kopi Bang Jarwo II,moestopo,-6.26265,106.76634,"果汁 Jus, 炒饭 Nasi Goreng, Nasi Padang",target,,,,,,
w385,Kios Bang Dedi II,moestopo,-6.25981,106.76104,"炒饭 Nasi Goreng, Indomie 煮面, 咖啡",target,,,,,,
w386,Warkop Melati,moestopo,-6.26387,106.76134,"烤串 Sate, 零食",target,,,,,,
w387,Kantin Bu Lasmi,moestopo,-6.26347,106.76867,咖啡,target,,,,,,
w388,Gerobak Kopi Bu Painem,moestopo,-6.25722,106.76496,"炸物 Gorengan, Warteg 家常菜",target,,,,,,
w389,Kedai Pak Kumis,moestopo,-6.26213,106.7697,"Nasi Padang, 咖啡, 烤串 Sate",target,,,,,,
w390,Depot Sederhana 2,moestopo,-6.26119,106.76225,"零食, Warteg 家常菜",target,,,,,,
w391,Warung Nasi Bu Ratna,moestopo,-6.25538,106.76836,炒饭 Nasi Goreng,target,,,,,,
w392,Warkop Bu Rukiyah,moestopo,-6.26436,106.76454,"Warteg 家常菜, 烤串 Sate",target,,,,,,
w393,Warung Nasi Bu Mpok Ati,uai,-6.23345,106.79515,"炸物 Gorengan, 椰浆饭 Nasi Uduk, 粥品",target,,,,,,
w394,Gerobak Kopi Kamboja,uai,-6.23108,106.79864,果汁 Jus,target,,,,,,
w395,Warung Nasi Bahagia,uai,-6.23462,106.7976,"炒饭 Nasi Goreng, Indomie 煮面",target,,,,,,
w396,Warung Sederhana,uai,-6.23411,106.79654,"冰茶, Warteg 家常菜",target,,,,,,
w397,Kantin Pak Teguh,uai,-6.23608,106.79865,"果汁 Jus, 咖啡",target,,,,,,
w398,Warung Kopi Cahaya,uai,-6.23487,106.79852,"粥品, 咖啡",target,,,,,,
w399,Toko Kelontong Bang Napi Cabang,uai,-6.23114,106.79991,"果汁 Jus, 炸物 Gorengan",target,,,,,,
w400,Warkop Pak Rojak,uai,-6.23935,106.79649,"咖啡, Nasi Padang",target,,,,,,
w401,Warung Bu Mpok Ati,uai,-6.23412,106.79862,"零食, 椰浆饭 Nasi Uduk",contacted,,,,,,
w402,Warkop Pak Dul,uai,-6.23749,106.80052,"粥品, 椰浆饭 Nasi Uduk",target,,,,,,
w403,Gerobak Kopi Bang Napi,uai,-6.23313,106.79959,零食,target,,,,,,
w404,Depot Pak Engkos,lspr,-6.20908,106.81476,冰茶,target,,,,,,
w405,Kantin Bu Ratna,lspr,-6.21068,106.81296,零食,target,,,,,,
w406,Warung Mbak Wati,lspr,-6.20483,106.81592,"粥品, 果汁 Jus, Warteg 家常菜",target,,,,,,
w407,Angkringan Pak Supri,lspr,-6.20289,106.81841,Indomie 煮面,contacted,,,,,,
w408,Warkop Bang Ilham,lspr,-6.20995,106.81822,"果汁 Jus, 炸物 Gorengan",target,,,,,,
w409,Warteg Bu Ani,lspr,-6.20452,106.81983,"粥品, Nasi Padang",target,,,,,,
w410,Warkop Bang Zul,lspr,-6.20696,106.82213,"咖啡, 冰茶",target,,,,,,
w411,Kios Bu Yuni Cabang,lspr,-6.20517,106.81911,"粥品, 冰茶, 炸物 Gorengan",target,,,,,,
w412,Warung Pak Bambang,lspr,-6.20834,106.8175,"零食, Indomie 煮面, 椰浆饭 Nasi Uduk",target,,,,,,
w413,Warung Bu Euis,lspr,-6.20428,106.81763,"零食, 椰浆饭 Nasi Uduk, 果汁 Jus",target,,,,,,
w414,Kedai Maju Bersama,lspr,-6.20845,106.81647,"椰浆饭 Nasi Uduk, 粥品, Nasi Padang",target,,,,,,
w415,Angkringan Cempaka,lspr,-6.20228,106.81405,"冰茶, Indomie 煮面",contacted,,,,,,
w416,Toko Kelontong Bu Mpok Ati,sahid,-6.23148,106.84205,"炒饭 Nasi Goreng, 零食",target,,,,,,
w417,Warung Bu Ratna,sahid,-6.23731,106.84685,"Indomie 煮面, 粥品",target,,,,,,
w418,Warkop Mbak Rina,sahid,-6.23463,106.84714,"冰茶, Nasi Padang",target,,,,,,
w419,Kantin Pak Haji,sahid,-6.23281,106.8458,咖啡,target,,,,,,
w420,Kedai Bu Lestari,sahid,-6.23637,106.84167,Indomie 煮面,target,,,,,,
w421,Kantin Sederhana,sahid,-6.24012,106.84744,"咖啡, Nasi Padang, 炒饭 Nasi Goreng",target,,,,,,
w422,Angkringan Mawar 2,sahid,-6.23677,106.84568,"咖啡, 炒饭 Nasi Goreng",target,,,,,,
w423,Gerobak Kopi Bu Rukiyah,sahid,-6.23953,106.83904,"Nasi Padang, 果汁 Jus",target,,,,,,
w424,Warteg Bu Siti,sahid,-6.23436,106.83955,"零食, 冰茶",target,,,,,,
w425,Kantin Pak Dul,sahid,-6.23943,106.84777,Indomie 煮面,target,,,,,,
w426,Warkop Bang Udin Cabang,sahid,-6.23404,106.84367,"Nasi Padang, 炒饭 Nasi Goreng, 炸物 Gorengan",target,,,,,,
w427,Warteg Makmur,sahid,-6.23777,106.84583,"咖啡, 炸物 Gorengan",target,,,,,,
w428,Warung Kopi Sejahtera,sahid,-6.23782,106.84467,炸物 Gorengan,target,,,,,,
w429,Toko Kelontong Bu Tini 2,unas,-6.28281,106.83663,零食,target,,,,,,
w430,Warkop Bu Siti,unas,-6.28502,106.83995,"椰浆饭 Nasi Uduk, 炸物 Gorengan, Nasi Padang",target,,,,,,
w431,Kantin Mbak Yoyoh,unas,-6.28109,106.83631,咖啡,target,,,,,,
w432,Toko Kelontong Bu Ijah,unas,-6.27809,106.83709,"零食, 粥品",target,,,,,,
w433,Kios Bang Napi 2,unas,-6.283,106.84196,果汁 Jus,target,,,,,,
w434,Kios Makmur,unas,-6.28075,106.84185,"烤串 Sate, 炸物 Gorengan, Warteg 家常菜",target,,,,,,
w435,Warung Bu Ijah,unas,-6.28071,106.83826,"炒饭 Nasi Goreng, Nasi Padang",target,,,,,,
w436,Warung Bu Endang,unas,-6.27776,106.84075,粥品,contacted,,,,,,
w437,Warkop Pak Supri,unas,-6.28204,106.84195,烤串 Sate,target,,,,,,
w438,Gerobak Kopi Mbak Nia,unas,-6.28308,106.84304,"Warteg 家常菜, 果汁 Jus, 冰茶",target,,,,,,
w439,Gerobak Kopi Pak Joko 2,yarsi,-6.17242,106.86943,"烤串 Sate, Nasi Padang, 粥品",target,,,,,,
w440,Warteg Bang Rizal II,yarsi,-6.16502,106.87094,"粥品, 炸物 Gorengan",target,,,,,,
w441,Angkringan Bu Ijah,yarsi,-6.16952,106.86874,炸物 Gorengan,target,,,,,,
w442,Kios Bu Hj. Ida,yarsi,-6.1721,106.87121,Indomie 煮面,target,,,,,,
w443,Kantin Bu Kartini,yarsi,-6.1712,106.87168,Nasi Padang,target,,,,,,
w444,Angkringan Melati,yarsi,-6.16948,106.86672,"椰浆饭 Nasi Uduk, 冰茶",target,,,,,,
w445,Kantin Bu Hj. Ida,yarsi,-6.16961,106.8712,"Warteg 家常菜, 烤串 Sate",target,,,,,,
w446,Kios Pak Cecep,yarsi,-6.16949,106.87147,"冰茶, 零食",target,,,,,,
w447,Depot Pak Herman,yarsi,-6.17416,106.87055,冰茶,target,,,,,,
w448,Angkringan Bu Sari 2,yarsi,-6.16945,106.87275,"Indomie 煮面, 炒饭 Nasi Goreng",target,,,,,,
w449,Warteg Cempaka,yarsi,-6.16873,106.87415,"零食, 烤串 Sate, 椰浆饭 Nasi Uduk",target,,,,,,
w450,Warung Nasi Makmur,yarsi,-6.17392,106.8665,"冰茶, 炒饭 Nasi Goreng, 粥品",target,,,,,,
w451,Warung Bu Yuni,yarsi,-6.16543,106.86809,"冰茶, 烤串 Sate",target,,,,,,
w452,Kantin Kenanga,ubk,-6.19595,106.84554,"咖啡, 椰浆饭 Nasi Uduk, 炸物 Gorengan",target,,,,,,
w453,Gerobak Kopi Teratai,ubk,-6.19485,106.84551,"炒饭 Nasi Goreng, 烤串 Sate, Nasi Padang",target,,,,,,
w454,Gerobak Kopi Bu Endang,ubk,-6.19867,106.84222,椰浆饭 Nasi Uduk,target,,,,,,
w455,Kedai Makmur,ubk,-6.20015,106.84631,"Warteg 家常菜, 烤串 Sate",target,,,,,,
w456,Angkringan Pak Cecep,ubk,-6.19874,106.84338,"粥品, 咖啡",target,,,,,,
w457,Kedai Bu Yati,ubk,-6.19772,106.84303,烤串 Sate,target,,,,,,
w458,Warung Kopi Bu Kokom,ubk,-6.19748,106.84433,果汁 Jus,target,,,,,,
w459,Warteg Bu Mpok Ati,ubk,-6.19536,106.84497,炒饭 Nasi Goreng,target,,,,,,
w460,Kantin Bu Euis,ubk,-6.19796,106.84334,"Indomie 煮面, 冰茶",target,,,,,,
w461,Gerobak Kopi Pak Haji Nawi Cabang,ubk,-6.1947,106.84551,"咖啡, 零食",target,,,,,,
w462,Kantin Bu Rukiyah,ubk,-6.20298,106.8436,"Nasi Padang, 炒饭 Nasi Goreng",target,,,,,,
w463,Warteg Bu Hj. Ida,unindra,-6.29833,106.84952,"零食, 烤串 Sate",target,,,,,,
w464,Warung Kopi Pak Haji,unindra,-6.30279,106.84854,"炸物 Gorengan, Warteg 家常菜",target,,,,,,
w465,Gerobak Kopi Mbak Wati,unindra,-6.30523,106.85031,"零食, 果汁 Jus",target,,,,,,
w466,Kantin Pak Engkos,unindra,-6.30089,106.85262,"粥品, 零食",contacted,,,,,,
w467,Warteg Melati,unindra,-6.30759,106.84856,"椰浆饭 Nasi Uduk, 炒饭 Nasi Goreng",target,,,,,,
w468,Warkop Flamboyan,unindra,-6.30267,106.85378,"果汁 Jus, 椰浆饭 Nasi Uduk",target,,,,,,
w469,Kios Mbak Lastri,unindra,-6.30602,106.8512,"Indomie 煮面, 烤串 Sate",target,,,,,,
w470,Toko Kelontong Mbak Sinta,unindra,-6.30372,106.84756,"冰茶, 炒饭 Nasi Goreng",target,,,,,,
w471,Kantin Sentosa,unindra,-6.30327,106.847,粥品,contacted,,,,,,
w472,Kedai Kenanga,unindra,-6.30342,106.84817,"果汁 Jus, 粥品, 炸物 Gorengan",target,,,,,,
w473,Warung Nasi Mbak Ayu,unindra,-6.29956,106.84875,Nasi Padang,target,,,,,,
w474,Warkop Bang Ojak 2,unindra,-6.30183,106.85393,烤串 Sate,target,,,,,,
w475,Angkringan Bang Dedi,unindra,-6.29943,106.84861,"Nasi Padang, 零食",target,,,,,,
w476,Toko Kelontong Pak Cecep,unindra,-6.30603,106.85402,零食,target,,,,,,
w477,Warteg Pak Agus,ut,-6.33935,106.75633,"烤串 Sate, 炸物 Gorengan, Nasi Padang",target,,,,,,
w478,Warung Nasi Cempaka,ut,-6.33857,106.76074,咖啡,target,,,,,,
w479,Gerobak Kopi Melati,ut,-6.34596,106.75893,"果汁 Jus, 冰茶",target,,,,,,
w480,Warung Kopi Pak Haji Nawi,ut,-6.33861,106.7586,"咖啡, Indomie 煮面",target,,,,,,
w481,Kios Pak Dul,ut,-6.3432,106.76044,"咖啡, Nasi Padang, 烤串 Sate",target,,,,,,
w482,Warung Pak Joko,ut,-6.33896,106.76299,Warteg 家常菜,target,,,,,,
w483,Warung Bu Endang II,ut,-6.34166,106.76222,炸物 Gorengan,target,,,,,,
w484,Warung Pak Rojak,ut,-6.34312,106.76151,炸物 Gorengan,target,,,,,,
w485,Kios Maju Bersama,ut,-6.34076,106.75795,炸物 Gorengan,target,,,,,,
w486,Toko Kelontong Bang Rizal Cabang,ut,-6.34451,106.75853,"咖啡, 炒饭 Nasi Goreng",target,,,,,,
w487,Kantin Mbak Nia,ut,-6.33844,106.75823,"椰浆饭 Nasi Uduk, 炒饭 Nasi Goreng, 咖啡",contacted,,,,,,
w488,Warkop Bu Mpok Ati,ut,-6.34282,106.75746,Indomie 煮面,target,,,,,,
w489,Gerobak Kopi Bang Doel,bakrie,-6.22452,106.83705,"零食, 椰浆饭 Nasi Uduk",target,,,,,,
w490,Depot Pak Dul,bakrie,-6.21948,106.83505,"零食, 粥品",target,,,,,,
w491,Warung Nasi Bu Oneng,bakrie,-6.21953,106.83,"烤串 Sate, 椰浆饭 Nasi Uduk, 炸物 Gorengan",target,,,,,,
w492,Warung Nasi Bu Kartini,bakrie,-6.22099,106.83333,炒饭 Nasi Goreng,target,,,,,,
w493,Depot Bu Dewi,bakrie,-6.225,106.8298,"炸物 Gorengan, Warteg 家常菜, 椰浆饭 Nasi Uduk",target,,,,,,
w494,Angkringan Kenanga,bakrie,-6.22501,106.82945,"Warteg 家常菜, 椰浆饭 Nasi Uduk",target,,,,,,
w495,Warung Kopi Kenanga,bakrie,-6.22239,106.82952,"冰茶, Warteg 家常菜",target,,,,,,
w496,Warteg Pak Slamet Cabang,bakrie,-6.21729,106.83392,零食,target,,,,,,
w497,Kios Cahaya,bakrie,-6.21824,106.8292,"烤串 Sate, 炸物 Gorengan",target,,,,,,
w498,Warung Nasi Bang Dedi,bakrie,-6.22289,106.83207,"果汁 Jus, Nasi Padang, Indomie 煮面",target,,,,,,
w499,Warkop Bang Jago,bakrie,-6.2178,106.83203,"椰浆饭 Nasi Uduk, 咖啡",target,,,,,,
w500,Warung Nasi Pak Engkos,unpam,-6.34852,106.73814,"Indomie 煮面, 冰茶, 零食",target,,,,,,
